dim 1	dim 2	dim 3	dim 4	dim 5	sample_type	sample	sample_type_binary
0.14803	0.40512	-0.08801	0.12335	0.07071	type 4	sample 1862	bad
0.11122	0.21076	0.01569	0.17705	0.0394	type 2	sample 1863	bad
0.10857	0.20311	0.01339	0.18308	0.08645	type 2	sample 1864	bad
0.14707	0.48313	0.03407	0.19592	0.07407	type 1	sample 1865	good
0.14913	0.39257	-0.10744	0.11194	0.07049	type 4	sample 1866	bad
0.40712	0.33653	-0.00296	0.1519	0.06968	type 5	sample 1867	good
0.41075	0.33755	-0.00026	0.15035	0.06787	type 5	sample 1868	good
0.14723	0.37772	-0.10536	0.11393	0.07269	type 4	sample 1869	bad
0.41441	0.33446	0.00052	0.14929	0.07191	type 5	sample 1870	bad
0.14939	0.39681	-0.10199	0.1152	0.07361	type 4	sample 1871	good
0.14974	0.40159	-0.0874	0.1203	0.06912	type 4	sample 1872	bad
0.11061	0.20919	0.00454	0.18616	0.12208	type 2	sample 1873	bad
0.10895	0.20328	0.00322	0.19082	0.12883	type 2	sample 1874	bad
0.41406	0.33265	-0.00016	0.14965	0.07121	type 5	sample 1875	bad
0.15195	0.42415	-0.0697	0.13385	0.07119	type 4	sample 1876	bad
0.14749	0.40494	-0.08618	0.11956	0.07348	type 4	sample 1877	good
0.14919	0.40206	-0.09193	0.12173	0.06901	type 4	sample 1878	good
0.40616	0.33598	-0.00249	0.15104	0.07144	type 5	sample 1879	good
0.14711	0.3757	-0.12056	0.10291	0.07867	type 4	sample 1880	bad
0.15279	0.48163	0.03188	0.19978	0.07661	type 1	sample 1881	good
0.41463	0.33395	0.00182	0.15056	0.07404	type 5	sample 1882	good
0.15392	0.45931	0.04211	0.16112	0.07558	type 3	sample 1883	good
0.14357	0.46628	0.03474	0.19258	0.06205	type 1	sample 1884	good
0.1441	0.46542	0.03303	0.19262	0.05992	type 1	sample 1885	good
0.14193	0.37501	-0.08511	0.12339	0.0744	type 4	sample 1886	bad
0.14766	0.39761	-0.10341	0.11758	0.06947	type 4	sample 1887	good
0.14446	0.4677	0.03402	0.19129	0.06019	type 1	sample 1888	good
0.15031	0.3992	-0.09453	0.11974	0.0738	type 4	sample 1889	good
0.40899	0.33783	-0.00407	0.15137	0.07273	type 5	sample 1890	bad
0.11274	0.20924	0.01302	0.17972	0.07304	type 2	sample 1891	bad
0.10928	0.20602	0.00705	0.18697	0.12466	type 2	sample 1892	bad
0.14836	0.38617	-0.10873	0.11042	0.0771	type 4	sample 1893	bad
0.10926	0.20679	0.01123	0.18448	0.08707	type 2	sample 1894	bad
0.15778	0.47518	0.03219	0.19954	0.07245	type 1	sample 1895	good
0.1546	0.41952	0.05821	0.11105	0.07732	type 3	sample 1896	bad
0.1422	0.36679	-0.09329	0.1178	0.07616	type 4	sample 1897	good
0.1118	0.21119	0.00321	0.18513	0.10971	type 2	sample 1898	bad
0.41649	0.33409	0.00289	0.1521	0.0711	type 5	sample 1899	bad
0.15868	0.47812	0.03235	0.19664	0.07575	type 1	sample 1900	good
0.1487	0.39692	-0.10171	0.11458	0.07258	type 4	sample 1901	bad
0.14553	0.39895	-0.10225	0.11652	0.06889	type 4	sample 1902	good
0.14452	0.3908	-0.0775	0.12434	0.06977	type 4	sample 1903	bad
0.14347	0.37497	-0.08846	0.11846	0.07368	type 4	sample 1904	good
0.14488	0.46236	0.03553	0.19212	0.06239	type 1	sample 1905	good
0.30198	0.39682	0.01482	0.17221	0.07327	type 5	sample 1906	bad
0.1529	0.48273	0.02226	0.19692	0.07858	type 1	sample 1907	good
0.40942	0.3342	0.00046	0.15244	0.07331	type 5	sample 1908	good
0.11224	0.21197	0.01166	0.17389	-0.00179	type 2	sample 1909	bad
0.15343	0.42668	-0.08299	0.12626	0.075	type 4	sample 1910	bad
0.14981	0.39566	-0.09421	0.12035	0.0736	type 4	sample 1911	bad
0.14067	0.46328	0.03407	0.18891	0.06142	type 1	sample 1912	good
0.14373	0.46432	0.03393	0.1932	0.06235	type 1	sample 1913	good
0.14889	0.48042	0.03465	0.19616	0.0731	type 1	sample 1914	good
0.11213	0.20847	0.00676	0.19072	0.13161	type 2	sample 1915	bad
0.35319	0.36654	0.00696	0.159	0.07386	type 5	sample 1916	good
0.14842	0.38093	-0.11729	0.10984	0.07637	type 4	sample 1917	good
0.1472	0.37963	-0.1023	0.11606	0.07379	type 4	sample 1918	bad
0.15197	0.39896	-0.09793	0.11378	0.07016	type 4	sample 1919	good
0.15284	0.4817	0.02426	0.19677	0.0727	type 1	sample 1920	good
0.14742	0.38863	-0.10209	0.11757	0.07585	type 4	sample 1921	good
0.1455	0.40814	-0.07138	0.13089	0.07443	type 4	sample 1922	good
0.41448	0.33502	-0.00026	0.14925	0.0717	type 5	sample 1923	good
0.11219	0.20732	0.00629	0.18752	0.1274	type 2	sample 1924	bad
0.14215	0.36569	-0.09572	0.11256	0.07306	type 4	sample 1925	bad
0.11003	0.20689	0.01026	0.18768	0.10028	type 2	sample 1926	bad
0.4083	0.33844	-0.00057	0.15075	0.07202	type 5	sample 1927	good
0.19276	0.42665	0.04323	0.14715	0.08007	type 3	sample 1928	bad
0.16511	0.44447	0.04646	0.1552	0.07561	type 3	sample 1929	good
0.15101	0.40593	-0.10035	0.11526	0.07182	type 4	sample 1930	bad
0.11378	0.20822	0.00491	0.18809	0.12655	type 2	sample 1931	bad
0.11152	0.20508	0.00594	0.19021	0.1233	type 2	sample 1932	bad
0.11497	0.31036	0.14337	-0.06981	0.07904	type 3	sample 1933	good
0.11156	0.21228	0.01452	0.17075	-0.00783	type 2	sample 1934	bad
0.14299	0.46061	0.03644	0.19339	0.05655	type 1	sample 1935	good
0.15264	0.47951	0.03122	0.20025	0.07597	type 1	sample 1936	good
0.1448	0.36971	-0.07799	0.12573	0.07068	type 4	sample 1937	bad
0.14641	0.38905	-0.10937	0.11037	0.07382	type 4	sample 1938	good
0.14802	0.38921	-0.10928	0.10924	0.06941	type 4	sample 1939	good
0.40518	0.33756	-0.00219	0.14883	0.06915	type 5	sample 1940	good
0.14985	0.42379	-0.06487	0.13453	0.07365	type 4	sample 1941	bad
0.11083	0.20311	0.01121	0.18847	0.08656	type 2	sample 1942	bad
0.1662	0.46346	0.03491	0.17696	0.0791	type 3	sample 1943	good
0.14668	0.3877	-0.10004	0.11617	0.07237	type 4	sample 1944	bad
0.37855	0.35579	0.00423	0.15958	0.06862	type 5	sample 1945	good
0.14848	0.39346	-0.10271	0.11361	0.0717	type 4	sample 1946	bad
0.14537	0.38471	-0.11308	0.10831	0.07113	type 4	sample 1947	bad
0.1114	0.20481	0.0142	0.18228	0.07593	type 2	sample 1948	bad
0.41352	0.33516	0.00124	0.15193	0.0728	type 5	sample 1949	good
0.41396	0.33479	-0.00023	0.15028	0.0711	type 5	sample 1950	bad
0.11223	0.20523	0.01194	0.18228	0.06851	type 2	sample 1951	bad
0.41537	0.33524	0.00157	0.15158	0.07177	type 5	sample 1952	bad
0.11172	0.20634	0.00462	0.1894	0.13115	type 2	sample 1953	bad
0.14983	0.39071	-0.10699	0.11328	0.07114	type 4	sample 1954	bad
0.15105	0.42618	-0.06096	0.13979	0.07354	type 4	sample 1955	good
0.15709	0.47341	0.03723	0.18514	0.07538	type 3	sample 1956	bad
0.15575	0.47983	0.02217	0.19607	0.07634	type 1	sample 1957	good
0.13994	0.35294	-0.09488	0.11637	0.0765	type 4	sample 1958	bad
0.14435	0.38694	-0.09721	0.11553	0.07416	type 4	sample 1959	bad
0.40483	0.33884	-0.00043	0.15029	0.07306	type 5	sample 1960	bad
0.41399	0.33497	-0.00259	0.15135	0.07308	type 5	sample 1961	bad
0.14878	0.48145	0.03236	0.19581	0.07385	type 1	sample 1962	good
0.41706	0.33486	-0.00154	0.15016	0.07074	type 5	sample 1963	good
0.14601	0.48261	0.03101	0.19555	0.07254	type 1	sample 1964	good
0.18797	0.4111	0.05194	0.12734	0.0752	type 3	sample 1965	bad
0.14227	0.36553	-0.10335	0.11192	0.07455	type 4	sample 1966	bad
0.11589	0.31774	0.1374	-0.05982	0.0785	type 3	sample 1967	bad
0.11302	0.21238	0.00502	0.18307	0.11586	type 2	sample 1968	bad
0.14676	0.39791	-0.08968	0.11917	0.07056	type 4	sample 1969	good
0.40684	0.34206	0.00082	0.15212	0.0723	type 5	sample 1970	bad
0.14768	0.40576	-0.07698	0.12715	0.06995	type 4	sample 1971	good
0.18216	0.43675	0.04538	0.15287	0.08037	type 3	sample 1972	good
0.15206	0.45367	0.04965	0.1568	0.08079	type 3	sample 1973	good
0.40869	0.33814	0.00044	0.14969	0.07462	type 5	sample 1974	bad
0.11002	0.20715	0.00898	0.18655	0.09627	type 2	sample 1975	bad
0.14706	0.39948	-0.10333	0.1146	0.071	type 4	sample 1976	good
0.41315	0.33447	0.0016	0.15264	0.06968	type 5	sample 1977	good
0.13967	0.45869	0.03642	0.18988	0.05941	type 1	sample 1978	good
0.1431	0.37311	-0.08622	0.12236	0.07679	type 4	sample 1979	bad
0.14793	0.39719	-0.09648	0.11742	0.07799	type 4	sample 1980	bad
0.15664	0.4769	0.03241	0.19971	0.07704	type 1	sample 1981	good
0.1419	0.37109	-0.0863	0.12255	0.07708	type 4	sample 1982	bad
0.15344	0.48091	0.02524	0.19463	0.07988	type 1	sample 1983	good
0.1112	0.20547	0.0066	0.18733	0.12846	type 2	sample 1984	bad
0.16307	0.36574	0.09279	0.04082	0.08025	type 3	sample 1985	bad
0.15444	0.47774	0.02365	0.19432	0.07695	type 1	sample 1986	good
0.10891	0.20504	0.01238	0.18286	0.07456	type 2	sample 1987	bad
0.41202	0.33671	-0.00213	0.15272	0.0737	type 5	sample 1988	bad
0.41679	0.33298	0.0015	0.15208	0.07349	type 5	sample 1989	good
0.15064	0.48203	0.0331	0.19589	0.07191	type 1	sample 1990	good
0.1476	0.48022	0.02882	0.19437	0.07094	type 1	sample 1991	good
0.14651	0.39985	-0.08801	0.12047	0.07469	type 4	sample 1992	bad
0.41569	0.33412	0.00101	0.1497	0.07201	type 5	sample 1993	good
0.15599	0.47237	0.02169	0.19106	0.07688	type 1	sample 1994	good
0.15902	0.47877	0.03065	0.20081	0.07802	type 1	sample 1995	good
0.14722	0.42258	-0.06368	0.13328	0.07373	type 4	sample 1996	good
0.11248	0.21148	0.0185	0.17203	0.00266	type 2	sample 1997	bad
0.14912	0.40317	-0.10011	0.11505	0.07147	type 4	sample 1998	good
0.10815	0.21175	0.01577	0.17767	0.04327	type 2	sample 1999	bad
0.14349	0.37282	-0.09005	0.12202	0.07707	type 4	sample 2000	good
0.14661	0.37275	-0.11066	0.10905	0.07143	type 4	sample 2001	good
0.41189	0.33581	4e-05	0.15179	0.073	type 5	sample 2002	good
0.14139	0.375	-0.09044	0.11946	0.07666	type 4	sample 2003	good
0.14383	0.38521	-0.10499	0.11451	0.07349	type 4	sample 2004	bad
0.14121	0.46355	0.03566	0.19042	0.06105	type 1	sample 2005	good
0.41665	0.33529	-0.0025	0.14976	0.07518	type 5	sample 2006	good
0.14313	0.37876	-0.07136	0.1318	0.07751	type 4	sample 2007	bad
0.11092	0.21685	0.01704	0.17645	0.04723	type 2	sample 2008	bad
0.11362	0.21374	0.01274	0.17504	-0.00115	type 2	sample 2009	bad
0.4123	0.33709	-0.00142	0.15259	0.06994	type 5	sample 2010	good
0.11183	0.20964	0.00165	0.18568	0.11038	type 2	sample 2011	bad
0.14597	0.38661	-0.1045	0.11106	0.07157	type 4	sample 2012	bad
0.14993	0.48277	0.03033	0.19558	0.07251	type 1	sample 2013	good
0.1444	0.38475	0.08192	0.05781	0.08002	type 3	sample 2014	good
0.14622	0.38583	-0.11627	0.10488	0.07134	type 4	sample 2015	good
0.15077	0.41662	0.06792	0.10066	0.07624	type 3	sample 2016	bad
0.13781	0.33191	0.11906	-0.02337	0.07762	type 3	sample 2017	bad
0.1516	0.40585	-0.10275	0.11219	0.06976	type 4	sample 2018	bad
0.14509	0.39992	-0.10019	0.11452	0.07942	type 4	sample 2019	good
0.14621	0.41531	-0.07955	0.12538	0.07612	type 4	sample 2020	good
0.41597	0.33454	0.00083	0.15106	0.06989	type 5	sample 2021	good
0.15655	0.47865	0.02979	0.19679	0.07587	type 1	sample 2022	good
0.14681	0.38815	-0.11722	0.10582	0.07401	type 4	sample 2023	good
0.11219	0.21183	0.01455	0.17286	0.00286	type 2	sample 2024	bad
0.14309	0.41252	-0.06714	0.13224	0.07219	type 4	sample 2025	bad
0.14061	0.35443	-0.10037	0.11469	0.07475	type 4	sample 2026	bad
0.14631	0.39725	-0.1056	0.11383	0.0736	type 4	sample 2027	good
0.11249	0.21236	0.0123	0.17237	0.0016	type 2	sample 2028	bad
0.11201	0.21249	0.00647	0.18681	0.114	type 2	sample 2029	bad
0.41564	0.33302	-0.00024	0.14895	0.06975	type 5	sample 2030	bad
0.15213	0.43728	-0.06285	0.13752	0.07388	type 4	sample 2031	bad
0.41365	0.33693	0.00265	0.1504	0.06753	type 5	sample 2032	bad
0.14912	0.48296	0.02902	0.19462	0.07109	type 1	sample 2033	good
0.16507	0.45078	0.04368	0.16381	0.07234	type 3	sample 2034	good
0.11173	0.20684	0.0051	0.18908	0.13106	type 2	sample 2035	bad
0.4055	0.33905	0.00106	0.15004	0.07275	type 5	sample 2036	bad
0.14298	0.46166	0.03262	0.18935	0.05679	type 1	sample 2037	good
0.23504	0.38252	0.04537	0.11032	0.07806	type 3	sample 2038	good
0.41511	0.33444	-0.00031	0.15051	0.07122	type 5	sample 2039	bad
0.17005	0.42943	0.04998	0.13279	0.07913	type 3	sample 2040	bad
0.147	0.38823	-0.10743	0.11469	0.07043	type 4	sample 2041	good
0.39938	0.34383	0.0039	0.15092	0.07413	type 5	sample 2042	bad
0.14548	0.38981	-0.10414	0.10958	0.07235	type 4	sample 2043	bad
0.11086	0.20804	0.01335	0.18064	0.08269	type 2	sample 2044	bad
0.14874	0.38715	-0.10593	0.11027	0.06953	type 4	sample 2045	good
0.14913	0.39836	-0.10065	0.11662	0.07227	type 4	sample 2046	bad
0.15065	0.38933	-0.1031	0.11537	0.07111	type 4	sample 2047	good
0.14852	0.38312	-0.11194	0.10922	0.07206	type 4	sample 2048	good
0.14746	0.39345	-0.08879	0.12168	0.07173	type 4	sample 2049	bad
0.1484	0.40869	-0.08209	0.12599	0.07038	type 4	sample 2050	good
0.1867	0.4348	0.04235	0.15242	0.07787	type 3	sample 2051	good
0.15009	0.39364	-0.10368	0.11236	0.07108	type 4	sample 2052	good
0.11235	0.20686	0.00564	0.18582	0.12615	type 2	sample 2053	bad
0.14776	0.42501	-0.05001	0.14287	0.07004	type 4	sample 2054	bad
0.14753	0.48278	0.03105	0.19843	0.07487	type 1	sample 2055	good
0.14885	0.39124	-0.09974	0.11584	0.07025	type 4	sample 2056	good
0.41321	0.3359	-0.00112	0.14858	0.07574	type 5	sample 2057	bad
0.14684	0.39192	-0.09825	0.11523	0.07434	type 4	sample 2058	good
0.14353	0.37208	-0.08856	0.11955	0.07513	type 4	sample 2059	bad
0.40083	0.33942	-0.00169	0.15366	0.07261	type 5	sample 2060	good
0.14377	0.37821	-0.07144	0.12996	0.07816	type 4	sample 2061	good
0.14955	0.41389	-0.07177	0.12991	0.07413	type 4	sample 2062	bad
0.2001	0.41179	0.04833	0.13347	0.07072	type 3	sample 2063	bad
0.14381	0.37727	-0.10941	0.10809	0.07913	type 4	sample 2064	good
0.14688	0.39673	-0.09926	0.1172	0.07371	type 4	sample 2065	bad
0.14683	0.39116	-0.10338	0.1111	0.07413	type 4	sample 2066	good
0.14762	0.47936	0.03245	0.19697	0.07316	type 1	sample 2067	good
0.11217	0.20714	0.00576	0.18408	0.11149	type 2	sample 2068	bad
0.41023	0.33524	0.00065	0.15	0.07311	type 5	sample 2069	bad
0.41183	0.33651	-0.00136	0.15077	0.07564	type 5	sample 2070	bad
0.412	0.337	-0.00044	0.14883	0.07221	type 5	sample 2071	bad
0.11083	0.21192	0.016	0.17222	0.00024	type 2	sample 2072	bad
0.15188	0.38854	-0.10249	0.11315	0.07053	type 4	sample 2073	bad
0.14946	0.39655	-0.10206	0.11301	0.07071	type 4	sample 2074	bad
0.14975	0.39523	-0.10343	0.11456	0.07511	type 4	sample 2075	bad
0.39478	0.34652	0.00318	0.15344	0.07453	type 5	sample 2076	good
0.14681	0.39377	-0.10723	0.11121	0.07669	type 4	sample 2077	bad
0.11291	0.21349	0.00504	0.18221	0.11384	type 2	sample 2078	bad
0.40813	0.33958	0.00036	0.15229	0.07491	type 5	sample 2079	good
0.15042	0.38662	-0.12144	0.10598	0.07252	type 4	sample 2080	good
0.14247	0.38138	-0.11094	0.11065	0.07742	type 4	sample 2081	good
0.40942	0.33536	-0.00137	0.1518	0.07344	type 5	sample 2082	good
0.14865	0.41232	-0.1052	0.1094	0.07134	type 4	sample 2083	bad
0.10887	0.20521	0.01393	0.18269	0.07501	type 2	sample 2084	bad
0.41468	0.33364	0.0011	0.15013	0.07219	type 5	sample 2085	good
0.14277	0.37257	-0.08899	0.12251	0.07272	type 4	sample 2086	bad
0.11436	0.21272	0.00678	0.18611	0.11328	type 2	sample 2087	bad
0.14908	0.41485	-0.07137	0.13005	0.07601	type 4	sample 2088	good
0.14157	0.36886	-0.09311	0.11777	0.0738	type 4	sample 2089	bad
0.14817	0.40123	-0.09881	0.11389	0.07278	type 4	sample 2090	bad
0.14858	0.4806	0.02738	0.19833	0.07215	type 1	sample 2091	good
0.40202	0.33751	0.00099	0.15176	0.07652	type 5	sample 2092	good
0.15509	0.48165	0.03413	0.19937	0.07725	type 1	sample 2093	good
0.109	0.20947	0.01299	0.17678	0.04051	type 2	sample 2094	bad
0.14825	0.39448	-0.09837	0.12025	0.0722	type 4	sample 2095	bad
0.14178	0.46061	0.03359	0.19269	0.05733	type 1	sample 2096	good
0.41418	0.33652	0.00233	0.15222	0.07196	type 5	sample 2097	bad
0.1138	0.20879	0.01506	0.17406	0.01767	type 2	sample 2098	bad
0.14804	0.48336	0.03075	0.199	0.07088	type 1	sample 2099	good
0.41705	0.33518	0.00035	0.1523	0.07006	type 5	sample 2100	bad
0.41635	0.33389	-0.00082	0.15134	0.07453	type 5	sample 2101	bad
0.14919	0.37628	-0.11729	0.1073	0.07139	type 4	sample 2102	good
0.39501	0.33996	-0.00107	0.15415	0.07386	type 5	sample 2103	good
0.11023	0.21061	0.01613	0.17401	0.04315	type 2	sample 2104	bad
0.15124	0.41692	-0.07472	0.12915	0.07608	type 4	sample 2105	good
0.14624	0.41021	-0.0795	0.12502	0.07348	type 4	sample 2106	bad
0.41492	0.33442	-0.0022	0.14825	0.07295	type 5	sample 2107	good
0.14461	0.47094	0.03623	0.1933	0.06377	type 1	sample 2108	good
0.14931	0.48249	0.03213	0.19562	0.07247	type 1	sample 2109	good
0.2144	0.38318	0.05514	0.1046	0.07397	type 3	sample 2110	good
0.111	0.20549	0.00395	0.18822	0.13157	type 2	sample 2111	bad
0.14757	0.40192	-0.1009	0.11586	0.07207	type 4	sample 2112	bad
0.15019	0.41738	-0.06984	0.13326	0.07197	type 4	sample 2113	good
0.15263	0.48011	0.02373	0.19782	0.07584	type 1	sample 2114	good
0.15559	0.47977	0.03127	0.20038	0.07875	type 1	sample 2115	good
0.14722	0.48049	0.03364	0.19604	0.07271	type 1	sample 2116	good
0.14765	0.39686	-0.10321	0.11347	0.07435	type 4	sample 2117	good
0.14772	0.38637	-0.10696	0.11382	0.07115	type 4	sample 2118	bad
0.39492	0.34159	0.00307	0.15339	0.07579	type 5	sample 2119	good
0.11042	0.21345	0.01545	0.1749	0.04396	type 2	sample 2120	bad
0.15156	0.33138	0.10341	0.00934	0.08029	type 3	sample 2121	bad
0.41061	0.34008	-0.00104	0.15076	0.06842	type 5	sample 2122	good
0.1086	0.20724	0.01079	0.18364	0.07058	type 2	sample 2123	bad
0.15377	0.42736	0.05819	0.12221	0.07799	type 3	sample 2124	bad
0.20065	0.41538	0.04362	0.13899	0.07856	type 3	sample 2125	good
0.41619	0.33681	-0.00134	0.15012	0.07298	type 5	sample 2126	good
0.14455	0.40072	-0.09975	0.117	0.07012	type 4	sample 2127	good
0.11134	0.20666	0.00567	0.18986	0.13304	type 2	sample 2128	bad
0.16015	0.47634	0.03064	0.19419	0.07437	type 1	sample 2129	good
0.11011	0.20885	0.0042	0.18746	0.11946	type 2	sample 2130	bad
0.15723	0.47741	0.02884	0.19883	0.07844	type 1	sample 2131	good
0.14535	0.38425	-0.12059	0.1053	0.07264	type 4	sample 2132	good
0.15008	0.38886	-0.11011	0.1106	0.07122	type 4	sample 2133	good
0.14917	0.39673	-0.1	0.11705	0.07451	type 4	sample 2134	bad
0.41006	0.33771	0.00044	0.1514	0.07295	type 5	sample 2135	good
0.18873	0.39826	0.06312	0.10563	0.07433	type 3	sample 2136	good
0.41797	0.33504	0.00206	0.15171	0.07521	type 5	sample 2137	bad
0.11267	0.21254	0.0139	0.17258	-0.01045	type 2	sample 2138	bad
0.14836	0.38609	-0.10626	0.11377	0.07541	type 4	sample 2139	bad
0.14783	0.39073	-0.09866	0.11503	0.0715	type 4	sample 2140	bad
0.14539	0.39083	-0.09965	0.11549	0.07486	type 4	sample 2141	bad
0.15019	0.48123	0.03092	0.19481	0.07521	type 1	sample 2142	good
0.41382	0.33708	7e-05	0.14976	0.07321	type 5	sample 2143	bad
0.14631	0.43049	0.06482	0.11809	0.0787	type 3	sample 2144	good
0.14956	0.48212	0.03327	0.19482	0.07335	type 1	sample 2145	good
0.148	0.38888	-0.09044	0.11978	0.07409	type 4	sample 2146	bad
0.18888	0.43223	0.03926	0.1545	0.07667	type 3	sample 2147	good
0.14609	0.38971	-0.08659	0.12363	0.07484	type 4	sample 2148	good
0.11084	0.21154	0.01658	0.16918	-0.00741	type 2	sample 2149	bad
0.11032	0.20979	0.01325	0.17414	0.0377	type 2	sample 2150	bad
0.14205	0.37617	-0.09283	0.11757	0.07327	type 4	sample 2151	bad
0.41467	0.33353	-0.00183	0.15067	0.06958	type 5	sample 2152	bad
0.14837	0.40537	-0.09681	0.11392	0.07332	type 4	sample 2153	good
0.11425	0.21218	0.0008	0.186	0.10987	type 2	sample 2154	bad
0.14014	0.3699	-0.08433	0.12173	0.07166	type 4	sample 2155	bad
0.40923	0.33707	-0.00207	0.15052	0.07313	type 5	sample 2156	good
0.15262	0.47906	0.02664	0.19555	0.07547	type 1	sample 2157	good
0.14869	0.48074	0.03317	0.19742	0.07373	type 1	sample 2158	good
0.14797	0.48288	0.03416	0.19679	0.07454	type 1	sample 2159	good
0.14837	0.48115	0.03193	0.19845	0.0751	type 1	sample 2160	good
0.4138	0.33521	-0.00279	0.1518	0.07175	type 5	sample 2161	good
0.14903	0.37647	-0.12414	0.10166	0.06604	type 4	sample 2162	good
0.15452	0.4773	0.02397	0.19436	0.0763	type 1	sample 2163	good
0.14764	0.38874	-0.10312	0.11408	0.07098	type 4	sample 2164	bad
0.14725	0.397	-0.09334	0.11625	0.07373	type 4	sample 2165	good
0.15523	0.48032	0.02663	0.19921	0.07878	type 1	sample 2166	good
0.40561	0.33643	0.00094	0.15193	0.07667	type 5	sample 2167	bad
0.14587	0.38947	-0.10853	0.11273	0.07534	type 4	sample 2168	good
0.14575	0.39016	-0.08785	0.12372	0.07983	type 4	sample 2169	bad
0.14764	0.41264	-0.07747	0.12483	0.07022	type 4	sample 2170	good
0.10861	0.20481	0.0117	0.18248	0.07332	type 2	sample 2171	bad
0.40771	0.33911	-6e-05	0.15113	0.07176	type 5	sample 2172	bad
0.15462	0.45248	0.04485	0.16437	0.07662	type 3	sample 2173	good
0.14803	0.48285	0.03196	0.19532	0.07377	type 1	sample 2174	good
0.11166	0.20917	0.01633	0.17511	0.03976	type 2	sample 2175	bad
0.41057	0.33542	-0.00036	0.15076	0.07383	type 5	sample 2176	bad
0.11396	0.20902	0.0115	0.18252	0.08003	type 2	sample 2177	bad
0.41705	0.3341	-0.00106	0.15123	0.06933	type 5	sample 2178	good
0.14859	0.4036	-0.08601	0.125	0.06899	type 4	sample 2179	good
0.15239	0.4812	0.03322	0.19679	0.07725	type 1	sample 2180	good
0.14619	0.36783	-0.11429	0.10837	0.07206	type 4	sample 2181	good
0.12528	0.34863	0.12	-0.01585	0.08015	type 3	sample 2182	bad
0.14784	0.38947	-0.1022	0.11299	0.06973	type 4	sample 2183	bad
0.14819	0.48015	0.03111	0.19365	0.07496	type 1	sample 2184	good
0.37071	0.35863	0.00363	0.15831	0.07381	type 5	sample 2185	good
0.11202	0.21273	0.01217	0.16958	-0.00572	type 2	sample 2186	bad
0.11304	0.21331	0.00659	0.1851	0.11718	type 2	sample 2187	bad
0.11127	0.20586	0.00654	0.19058	0.12927	type 2	sample 2188	bad
0.14528	0.3781	-0.09055	0.11829	0.07326	type 4	sample 2189	bad
0.14832	0.39077	-0.10224	0.11489	0.07081	type 4	sample 2190	good
0.14921	0.39087	-0.10487	0.11509	0.07143	type 4	sample 2191	good
0.14342	0.37507	-0.09288	0.12184	0.07474	type 4	sample 2192	bad
0.10957	0.20413	0.01242	0.18283	0.07047	type 2	sample 2193	bad
0.13735	0.39716	0.0804	0.07023	0.07804	type 3	sample 2194	good
0.14628	0.38971	-0.10697	0.11487	0.07175	type 4	sample 2195	bad
0.14526	0.37889	-0.10463	0.11677	0.07165	type 4	sample 2196	good
0.10979	0.20489	0.01342	0.18528	0.07416	type 2	sample 2197	bad
0.39866	0.33747	-0.0022	0.15343	0.07599	type 5	sample 2198	good
0.15023	0.40466	-0.09584	0.12096	0.0738	type 4	sample 2199	good
0.11043	0.20565	0.00623	0.18645	0.12611	type 2	sample 2200	bad
0.14571	0.37489	-0.08654	0.12323	0.07138	type 4	sample 2201	bad
0.14746	0.3871	-0.1132	0.10789	0.07495	type 4	sample 2202	good
0.14655	0.48013	0.02871	0.19396	0.07266	type 1	sample 2203	good
0.14902	0.39356	-0.10339	0.11257	0.07737	type 4	sample 2204	good
0.15018	0.42384	-0.05803	0.13847	0.07229	type 4	sample 2205	bad
0.15123	0.4013	-0.09994	0.11685	0.07415	type 4	sample 2206	bad
0.15166	0.39878	-0.10143	0.11577	0.07068	type 4	sample 2207	good
0.35412	0.36782	0.01024	0.16162	0.07416	type 5	sample 2208	good
0.15583	0.47992	0.03076	0.1989	0.07398	type 1	sample 2209	good
0.11161	0.21002	0.01564	0.17104	-0.00052	type 2	sample 2210	bad
0.18857	0.42085	0.04508	0.13457	0.07733	type 3	sample 2211	good
0.41452	0.3326	-0.00235	0.15024	0.0747	type 5	sample 2212	bad
0.14679	0.48463	0.03153	0.19811	0.07218	type 1	sample 2213	good
0.14858	0.40211	-0.09853	0.11421	0.07341	type 4	sample 2214	good
0.14686	0.40383	-0.10218	0.11474	0.07307	type 4	sample 2215	bad
0.11018	0.20953	0.01487	0.17595	0.04304	type 2	sample 2216	bad
0.15609	0.47924	0.02475	0.19484	0.07884	type 1	sample 2217	good
0.14832	0.38435	-0.10421	0.11401	0.07094	type 4	sample 2218	bad
0.1473	0.48305	0.03236	0.19726	0.07082	type 1	sample 2219	good
0.14505	0.42052	-0.06491	0.13438	0.07716	type 4	sample 2220	bad
0.11218	0.20374	0.01234	0.18501	0.08268	type 2	sample 2221	bad
0.11102	0.21441	0.01535	0.17548	0.04044	type 2	sample 2222	bad
0.1472	0.38755	-0.10361	0.11826	0.07203	type 4	sample 2223	good
0.14688	0.48129	0.03066	0.19479	0.07363	type 1	sample 2224	good
0.11201	0.21199	0.01734	0.16936	-0.00138	type 2	sample 2225	bad
0.41642	0.33605	0.00169	0.15169	0.07396	type 5	sample 2226	bad
0.11243	0.20772	0.00708	0.18556	0.11146	type 2	sample 2227	bad
0.3994	0.34226	3e-05	0.15117	0.07119	type 5	sample 2228	bad
